Start Time,End Time,Book,Page #,Song / Activity,BPM,Notes,Duration in Minutes,Day Grouper,Week Grouper
11/9/2024 16:41:46,11/9/2024 16:42:11,A Dozen a Day - Book 2,,Group 1 - 7,88,,0.4,11/9/2024,11/4/2024
11/9/2024 16:42:11,11/9/2024 16:43:07,A Dozen a Day - Book 2,,Group 1 - 8,88,,0.9,11/9/2024,11/4/2024
11/9/2024 16:43:07,11/9/2024 16:44:16,A Dozen a Day - Book 2,,Group 1 - 9,88,,1.1,11/9/2024,11/4/2024
11/9/2024 16:44:16,11/9/2024 16:45:33,A Dozen a Day - Book 2,,Group 1 - 10,88,,1.3,11/9/2024,11/4/2024
11/9/2024 16:45:33,11/9/2024 16:47:12,A Dozen a Day - Book 2,,Group 1 - 11,88,,1.6,11/9/2024,11/4/2024
11/9/2024 16:47:12,11/9/2024 16:50:36,A Dozen a Day - Book 2,,Group 1 - 12,88,,3.4,11/9/2024,11/4/2024
11/9/2024 16:50:36,11/9/2024 17:03:36,Jazzin America,,Battle In Carnegie Hall,132@75,practice increasing tempo,13.0,11/9/2024,11/4/2024
11/9/2024 20:26:11,11/9/2024 20:33:58,Easy Piano Classics,,Nocturne,nm,focused on first a section,7.8,11/9/2024,11/4/2024
11/10/2024 21:40:43,11/10/2024 21:47:15,Exercises,,Warmup + Scales,120,,6.5,11/10/2024,11/4/2024
11/10/2024 21:47:15,11/10/2024 21:48:07,Exercises,,Chromatic Scale,88,,0.9,11/10/2024,11/4/2024
11/10/2024 21:48:07,11/10/2024 21:50:55,Exercises,,Broken Chords,88,,2.8,11/10/2024,11/4/2024
11/10/2024 21:50:55,11/10/2024 21:54:34,Exercises,,Arpeggio,88,,3.7,11/10/2024,11/4/2024
11/10/2024 21:54:34,11/10/2024 21:59:11,Exercises,,Triads,88,,4.6,11/10/2024,11/4/2024
11/10/2024 21:59:11,11/10/2024 22:00:08,A Dozen a Day - Book 2,,Group 1 - 1,88,,1.0,11/10/2024,11/4/2024
11/10/2024 22:00:08,11/10/2024 22:02:31,A Dozen a Day - Book 2,,Group 1 - 2,88,go 75% -> 85% -> 95%,2.4,11/10/2024,11/4/2024
11/10/2024 22:02:31,11/10/2024 22:03:27,A Dozen a Day - Book 2,,Group 1 - 3,88,,0.9,11/10/2024,11/4/2024
11/10/2024 22:03:27,11/10/2024 22:04:53,A Dozen a Day - Book 2,,Group 1 - 4,88,,1.4,11/10/2024,11/4/2024
11/10/2024 22:04:53,11/10/2024 22:05:20,A Dozen a Day - Book 2,,Group 1 - 5,88,,0.4,11/10/2024,11/4/2024
11/10/2024 22:05:20,11/10/2024 22:06:40,A Dozen a Day - Book 2,,Group 1 - 6,88,okish at 100%,1.3,11/10/2024,11/4/2024
11/10/2024 22:06:40,11/10/2024 22:07:16,A Dozen a Day - Book 2,,Group 1 - 7,88,,0.6,11/10/2024,11/4/2024
11/10/2024 22:07:16,11/10/2024 22:07:54,A Dozen a Day - Book 2,,Group 1 - 8,88,,0.6,11/10/2024,11/4/2024
11/10/2024 22:07:54,11/10/2024 22:08:58,A Dozen a Day - Book 2,,Group 1 - 9,88,,1.1,11/10/2024,11/4/2024
11/10/2024 22:08:58,11/10/2024 22:09:51,A Dozen a Day - Book 2,,Group 1 - 10,88,,0.9,11/10/2024,11/4/2024
11/10/2024 22:09:51,11/10/2024 22:10:46,A Dozen a Day - Book 2,,Group 1 - 11,88,,0.9,11/10/2024,11/4/2024
11/10/2024 22:10:46,11/10/2024 22:14:03,A Dozen a Day - Book 2,,Group 1 - 12,88,,3.3,11/10/2024,11/4/2024
11/10/2024 22:14:03,11/10/2024 22:35:26,Jazzin America,,Battle In Carnegie Hall,132@75,practice increasing tempo,21.4,11/10/2024,11/4/2024
11/10/2024 22:35:26,11/10/2024 22:49:37,Easy Piano Classics,,Nocturne,nm,focused on first a section,14.2,11/10/2024,11/4/2024
11/10/2024 22:49:37,11/10/2024 22:56:12,Youtube,,Cotton Bounces,88,start adding keys,6.6,11/10/2024,11/4/2024
11/11/2024 8:16:20,11/11/2024 8:23:28,Exercises,,Warmup + Scales,120,,7.1,11/11/2024,11/11/2024
11/11/2024 8:23:28,11/11/2024 8:24:19,Exercises,,Chromatic Scale,88,,0.8,11/11/2024,11/11/2024
11/11/2024 8:24:19,11/11/2024 8:27:02,Exercises,,Broken Chords,88,,2.7,11/11/2024,11/11/2024
11/11/2024 8:27:02,11/11/2024 8:28:15,Exercises,,Arpeggio,88,,1.2,11/11/2024,11/11/2024
11/11/2024 8:28:15,11/11/2024 8:31:08,Exercises,,Triads,88,,2.9,11/11/2024,11/11/2024
11/11/2024 8:31:08,11/11/2024 8:37:11,Jazzin America,,Battle In Carnegie Hall,132@75,practice increasing tempo,6.0,11/11/2024,11/11/2024
11/11/2024 21:08:11,11/11/2024 21:14:25,Exercises,,Warmup + Scales,125,,6.2,11/11/2024,11/11/2024
11/11/2024 21:14:25,11/11/2024 21:16:53,Exercises,,Chromatic Scale,95,,2.5,11/11/2024,11/11/2024
11/11/2024 21:16:53,11/11/2024 21:27:49,Exercises,,Broken Chords,95,,10.9,11/11/2024,11/11/2024
11/11/2024 21:27:49,11/11/2024 21:29:01,Exercises,,Triads,95,,1.2,11/11/2024,11/11/2024
11/11/2024 21:29:01,11/11/2024 21:32:25,Exercises,,Arpeggio,95,,3.4,11/11/2024,11/11/2024
11/11/2024 21:32:25,11/11/2024 21:42:04,A Dozen a Day - Book 2,,Group 2 - 1,50,,9.6,11/11/2024,11/11/2024
11/11/2024 21:42:04,11/11/2024 21:44:25,A Dozen a Day - Book 2,,Group 2 - 2,50,,2.3,11/11/2024,11/11/2024
11/11/2024 21:44:25,11/11/2024 22:03:31,Jazzin America,,Battle In Carnegie Hall,132@85,practice increasing tempo,19.1,11/11/2024,11/11/2024
11/11/2024 22:03:31,11/11/2024 22:33:48,Easy Piano Classics,,Nocturne,50,focused on 29-32,30.3,11/11/2024,11/11/2024
11/11/2024 22:33:48,11/11/2024 22:36:38,Youtube,,Cotton Bounces,95,start adding keys,2.8,11/11/2024,11/11/2024
11/12/2024 21:00:53,11/12/2024 21:08:58,Exercises,,Warmup + Scales,125,,8.1,11/12/2024,11/11/2024
11/12/2024 21:08:58,11/12/2024 21:12:37,Exercises,,Chromatic Scale,95,"do 1/8, then triplets, the 1/16, then triplets, then 1/8",3.6,11/12/2024,11/11/2024
11/12/2024 21:12:37,11/12/2024 21:21:49,Exercises,,Broken Chords,95,,9.2,11/12/2024,11/11/2024
11/12/2024 21:21:49,11/12/2024 21:26:31,Exercises,,Arpeggio,95,,4.7,11/12/2024,11/11/2024
11/12/2024 21:26:31,11/12/2024 21:27:52,Exercises,,Triads,95,,1.3,11/12/2024,11/11/2024
11/12/2024 21:27:52,11/12/2024 21:36:18,A Dozen a Day - Book 2,,Group 2 - 1,50,,8.4,11/12/2024,11/11/2024
11/12/2024 21:36:18,11/12/2024 21:38:38,A Dozen a Day - Book 2,,Group 2 - 2,60,,2.3,11/12/2024,11/11/2024
11/12/2024 21:38:38,11/12/2024 22:03:10,Jazzin America,,Battle In Carnegie Hall,full tempo 132,focus on dynamics and ending,24.5,11/12/2024,11/11/2024
11/12/2024 22:03:10,11/12/2024 22:48:32,Easy Piano Classics,,Nocturne,50,focused on 29-36,45.4,11/12/2024,11/11/2024
11/13/2024 21:46:09,11/13/2024 21:56:12,Exercises,,Warmup + Scales,125,,10.1,11/13/2024,11/11/2024
11/13/2024 21:56:12,11/13/2024 22:00:15,Exercises,,Chromatic Scale,85,"do 1/8, then triplets, the 1/16, then triplets, then 1/8",4.1,11/13/2024,11/11/2024
11/13/2024 22:00:15,11/13/2024 22:06:40,Exercises,,Broken Chords,85,,6.4,11/13/2024,11/11/2024
11/13/2024 22:06:40,11/13/2024 22:09:48,Exercises,,Arpeggio,85,,3.1,11/13/2024,11/11/2024
11/13/2024 22:19:49,11/13/2024 22:27:06,Exercises,,Triads,85,mix it up with matt-peggios in triad position,7.3,11/13/2024,11/11/2024
11/13/2024 22:09:48,11/13/2024 22:17:42,A Dozen a Day - Book 2,,Group 2 - 1,55,,7.9,11/13/2024,11/11/2024
11/13/2024 22:17:42,11/13/2024 22:19:49,A Dozen a Day - Book 2,,Group 2 - 2,65,,2.1,11/13/2024,11/11/2024
11/13/2024 22:27:06,11/13/2024 22:42:26,Jazzin America,,Battle In Carnegie Hall,full tempo 132,focus on dynamics and ending,15.3,11/13/2024,11/11/2024
11/13/2024 22:42:26,11/13/2024 23:32:22,Easy Piano Classics,,Nocturne,50,focused on 29-36,49.9,11/13/2024,11/11/2024
11/16/2024 12:41:26,11/16/2024 12:51:03,Exercises,,Warmup + Scales,115,,9.6,11/16/2024,11/11/2024
11/16/2024 12:51:03,11/16/2024 12:53:43,Exercises,,Chromatic Scale,85,"do 1/8, then triplets, the 1/16, then triplets, then 1/8",2.7,11/16/2024,11/11/2024
11/16/2024 12:53:43,11/16/2024 13:00:00,Exercises,,Broken Chords,85,,6.3,11/16/2024,11/11/2024
11/16/2024 13:00:00,11/16/2024 13:04:10,Exercises,,Arpeggio,85,,4.2,11/16/2024,11/11/2024
11/16/2024 13:04:10,11/16/2024 13:05:50,Exercises,,Triads,85,mix it up with matt-peggios in triad position,1.7,11/16/2024,11/11/2024
11/16/2024 13:05:50,11/16/2024 13:14:14,A Dozen a Day - Book 2,,Group 2 - 1,65,,8.4,11/16/2024,11/11/2024
11/16/2024 13:14:14,11/16/2024 13:15:27,A Dozen a Day - Book 2,,Group 2 - 2,80,,1.2,11/16/2024,11/11/2024
11/16/2024 13:15:27,11/16/2024 13:32:49,Jazzin America,,Battle In Carnegie Hall,full tempo 132,focus on dynamics and ending,17.4,11/16/2024,11/11/2024
11/16/2024 13:32:49,11/16/2024 14:02:15,Easy Piano Classics,,Nocturne,50,"keep focusing on 30-40, watch pedaling",29.4,11/16/2024,11/11/2024
11/17/2024 19:31:16,11/17/2024 19:37:39,Exercises,,Warmup + Scales,115,,6.4,11/17/2024,11/11/2024
11/17/2024 19:37:39,11/17/2024 19:40:02,Exercises,,Chromatic Scale,85,"do 1/8, then triplets, the 1/16, then triplets, then 1/8",2.4,11/17/2024,11/11/2024
11/17/2024 19:40:02,11/17/2024 19:46:18,Exercises,,Broken Chords,85,,6.3,11/17/2024,11/11/2024
11/17/2024 19:46:18,11/17/2024 19:47:57,Exercises,,Arpeggio,85,,1.7,11/17/2024,11/11/2024
11/17/2024 19:47:57,11/17/2024 19:52:24,Exercises,,Triads,85,mix it up with matt-peggios in triad position,4.4,11/17/2024,11/11/2024
11/17/2024 19:52:24,11/17/2024 19:55:51,A Dozen a Day - Book 2,,Group 2 - 1,65,,3.4,11/17/2024,11/11/2024
11/17/2024 19:55:51,11/17/2024 19:59:32,A Dozen a Day - Book 2,,Group 2 - 2,80,,3.7,11/17/2024,11/11/2024
11/17/2024 19:59:32,11/17/2024 20:12:23,Jazzin America,,Battle In Carnegie Hall,full tempo 132,focus on dynamics and ending,12.8,11/17/2024,11/11/2024
11/17/2024 20:12:23,11/17/2024 20:28:46,Easy Piano Classics,,Nocturne,50,"keep focusing on 30-40, watch pedaling",16.4,11/17/2024,11/11/2024
11/18/2024 22:01:34,11/18/2024 22:27:02,Exercises,,Warmup + Scales,115,,25.5,11/18/2024,11/18/2024
11/18/2024 22:27:02,11/18/2024 22:28:34,Exercises,,Chromatic Scale,85,"do 1/8, then triplets, the 1/16, then triplets, then 1/8",1.5,11/18/2024,11/18/2024
11/18/2024 22:28:34,11/18/2024 22:32:28,Exercises,,Broken Chords,85,,3.9,11/18/2024,11/18/2024
11/18/2024 22:32:28,11/18/2024 22:34:09,Exercises,,Arpeggio,85,,1.7,11/18/2024,11/18/2024
11/18/2024 22:34:09,11/18/2024 22:38:10,Exercises,,Triads,85,pedal practice on triads,4.0,11/18/2024,11/18/2024
11/18/2024 22:38:10,11/18/2024 22:40:14,A Dozen a Day - Book 2,,Group 2 - 1,65,,2.1,11/18/2024,11/18/2024
11/18/2024 22:40:14,11/18/2024 22:40:47,A Dozen a Day - Book 2,,Group 2 - 2,65,,0.6,11/18/2024,11/18/2024
11/18/2024 22:40:47,11/18/2024 22:43:58,A Dozen a Day - Book 2,,Group 2 - 3,65,,3.2,11/18/2024,11/18/2024
11/18/2024 22:43:58,11/18/2024 22:45:23,A Dozen a Day - Book 2,,Group 2 - 4,65,,1.4,11/18/2024,11/18/2024
11/18/2024 22:45:23,11/18/2024 22:51:23,A Dozen a Day - Book 2,,Group 2 - 5,50,,6.0,11/18/2024,11/18/2024
11/18/2024 22:51:23,11/18/2024 22:53:43,A Dozen a Day - Book 2,,Group 2 - 6,50,,2.3,11/18/2024,11/18/2024
11/18/2024 22:53:43,11/18/2024 22:57:58,Easy Piano Classics,,Nocturne,50,pedal pedal pedal,4.3,11/18/2024,11/18/2024
11/18/2024 22:57:58,11/18/2024 23:18:13,Jingle Jazz,,Christmas Time Is Here,50,,20.2,11/18/2024,11/18/2024
11/19/2024 21:38:48,11/19/2024 21:55:52,Exercises,,Warmup + Scales,115,,17.1,11/19/2024,11/18/2024
11/19/2024 21:55:52,11/19/2024 22:02:25,Exercises,,Chromatic Scale,85,"do 1/8, then triplets, the 1/16, then triplets, then 1/8",6.5,11/19/2024,11/18/2024
11/19/2024 22:02:25,11/19/2024 22:08:05,Exercises,,Broken Chords,85,,5.7,11/19/2024,11/18/2024
11/19/2024 22:08:05,11/19/2024 22:11:09,Exercises,,Arpeggio,85,,3.1,11/19/2024,11/18/2024
11/19/2024 22:11:09,11/19/2024 22:16:23,Exercises,,Triads,85,pedal practice on triads,5.2,11/19/2024,11/18/2024
11/19/2024 22:16:23,11/19/2024 22:20:11,A Dozen a Day - Book 2,,Group 2 - 1,65,,3.8,11/19/2024,11/18/2024
11/19/2024 22:20:11,11/19/2024 22:20:54,A Dozen a Day - Book 2,,Group 2 - 2,65,,0.7,11/19/2024,11/18/2024
11/19/2024 22:20:54,11/19/2024 22:22:32,A Dozen a Day - Book 2,,Group 2 - 3,65,,1.6,11/19/2024,11/18/2024
11/19/2024 22:22:32,11/19/2024 22:24:09,A Dozen a Day - Book 2,,Group 2 - 4,65,,1.6,11/19/2024,11/18/2024
11/19/2024 22:24:09,11/19/2024 22:32:11,A Dozen a Day - Book 2,,Group 2 - 5,50,,8.0,11/19/2024,11/18/2024
11/19/2024 22:32:11,11/19/2024 22:33:11,A Dozen a Day - Book 2,,Group 2 - 6,50,,1.0,11/19/2024,11/18/2024
11/19/2024 22:33:11,11/19/2024 22:52:16,Easy Piano Classics,,Nocturne,55,pedal pedal pedal,19.1,11/19/2024,11/18/2024
11/19/2024 22:52:16,11/19/2024 23:17:18,Jingle Jazz,,Christmas Time Is Here,50,,25.0,11/19/2024,11/18/2024
11/21/2024 20:59:58,11/21/2024 21:12:52,Exercises,,Warmup + Scales,115,,12.9,11/21/2024,11/18/2024
11/21/2024 21:12:52,11/21/2024 21:14:51,Exercises,,Chromatic Scale,85,"do 1/8, then triplets, the 1/16, then triplets, then 1/8",2.0,11/21/2024,11/18/2024
11/21/2024 21:14:51,11/21/2024 21:19:17,Exercises,,Broken Chords,85,,4.4,11/21/2024,11/18/2024
11/21/2024 21:19:17,11/21/2024 21:20:56,Exercises,,Arpeggio,85,,1.7,11/21/2024,11/18/2024
11/21/2024 21:20:56,11/21/2024 21:23:37,Exercises,,Triads,85,pedal practice on triads,2.7,11/21/2024,11/18/2024
11/21/2024 21:23:37,11/21/2024 21:25:36,A Dozen a Day - Book 2,,Group 2 - 1,65,,2.0,11/21/2024,11/18/2024
11/21/2024 21:25:36,11/21/2024 21:26:31,A Dozen a Day - Book 2,,Group 2 - 2,65,,0.9,11/21/2024,11/18/2024
11/21/2024 21:26:31,11/21/2024 21:27:50,A Dozen a Day - Book 2,,Group 2 - 3,65,,1.3,11/21/2024,11/18/2024
11/21/2024 21:27:50,11/21/2024 21:28:45,A Dozen a Day - Book 2,,Group 2 - 4,65,,0.9,11/21/2024,11/18/2024
11/21/2024 21:28:45,11/21/2024 21:37:37,A Dozen a Day - Book 2,,Group 2 - 5,50,,8.9,11/21/2024,11/18/2024
11/21/2024 21:37:37,11/21/2024 21:38:59,A Dozen a Day - Book 2,,Group 2 - 6,50,,1.4,11/21/2024,11/18/2024
11/21/2024 21:38:59,11/21/2024 21:57:02,Easy Piano Classics,,Nocturne,55,measure 37+38,18.0,11/21/2024,11/18/2024
11/21/2024 21:57:02,11/21/2024 22:20:16,Jingle Jazz,,Christmas Time Is Here,50,,23.2,11/21/2024,11/18/2024
11/22/2024 22:05:16,11/22/2024 22:31:38,Exercises,,Warmup + Scales,115,e minor scales need more work,26.4,11/22/2024,11/18/2024
11/22/2024 22:31:38,11/22/2024 22:33:25,Exercises,,Chromatic Scale,85,"do 1/8, then triplets, the 1/16, then triplets, then 1/8",1.8,11/22/2024,11/18/2024
11/22/2024 22:33:25,11/22/2024 22:38:25,Exercises,,Broken Chords,85,,5.0,11/22/2024,11/18/2024
11/22/2024 22:38:25,11/22/2024 22:40:14,Exercises,,Arpeggio,85,,1.8,11/22/2024,11/18/2024
11/22/2024 22:40:14,11/22/2024 22:43:07,Exercises,,Triads,85,pedal practice on triads,2.9,11/22/2024,11/18/2024
11/22/2024 22:43:07,11/22/2024 22:45:09,A Dozen a Day - Book 2,,Group 2 - 1,65,,2.0,11/22/2024,11/18/2024
11/22/2024 22:45:09,11/22/2024 22:45:53,A Dozen a Day - Book 2,,Group 2 - 2,65,,0.7,11/22/2024,11/18/2024
11/22/2024 22:45:53,11/22/2024 22:47:09,A Dozen a Day - Book 2,,Group 2 - 3,65,,1.3,11/22/2024,11/18/2024
11/22/2024 22:47:09,11/22/2024 22:48:03,A Dozen a Day - Book 2,,Group 2 - 4,65,,0.9,11/22/2024,11/18/2024
11/22/2024 22:48:03,11/22/2024 22:52:09,A Dozen a Day - Book 2,,Group 2 - 5,50,,4.1,11/22/2024,11/18/2024
11/22/2024 22:52:09,11/22/2024 22:53:00,A Dozen a Day - Book 2,,Group 2 - 6,50,,0.8,11/22/2024,11/18/2024
11/22/2024 22:53:00,11/22/2024 22:56:15,Easy Piano Classics,,Nocturne,55,measure 37+38,3.2,11/22/2024,11/18/2024
11/22/2024 22:56:15,11/22/2024 23:02:40,Jingle Jazz,,Christmas Time Is Here,50,,6.4,11/22/2024,11/18/2024
11/23/2024 8:42:48,11/23/2024 9:02:18,Exercises,,Warmup + Scales,115,e minor scales need more work,19.5,11/22/2024,11/18/2024
11/23/2024 9:02:18,11/23/2024 9:04:39,Exercises,,Chromatic Scale,115,"quarter, eight, and triplets",2.3,11/23/2024,11/18/2024
11/23/2024 9:04:39,11/23/2024 9:10:20,Exercises,,Broken Chords,115,,5.7,11/23/2024,11/18/2024
11/23/2024 9:10:20,11/23/2024 9:19:17,Exercises,,Arpeggio,95,,9.0,11/23/2024,11/18/2024
11/23/2024 9:19:17,11/23/2024 9:26:26,Exercises,,Triads,95,pedal practice on triads,7.1,11/23/2024,11/18/2024
11/23/2024 9:26:26,11/23/2024 9:27:44,A Dozen a Day - Book 2,,Group 2 - 1,65,,1.3,11/23/2024,11/18/2024
11/23/2024 9:27:44,11/23/2024 9:28:12,A Dozen a Day - Book 2,,Group 2 - 2,65,,0.5,11/23/2024,11/18/2024
11/23/2024 9:28:12,11/23/2024 9:28:51,A Dozen a Day - Book 2,,Group 2 - 3,65,,0.6,11/23/2024,11/18/2024
11/23/2024 9:28:51,11/23/2024 9:29:21,A Dozen a Day - Book 2,,Group 2 - 4,65,,0.5,11/23/2024,11/18/2024
11/23/2024 9:29:21,11/23/2024 9:34:31,A Dozen a Day - Book 2,,Group 2 - 5,50,,5.2,11/23/2024,11/18/2024
11/23/2024 9:34:31,11/23/2024 9:35:26,A Dozen a Day - Book 2,,Group 2 - 6,65,,0.9,11/23/2024,11/18/2024
11/24/2024 15:35:15,11/24/2024 15:45:23,Exercises,,Warmup + Scales,nm,e minor scales need more work,10.1,11/24/2024,11/18/2024
11/24/2024 15:45:23,11/24/2024 15:46:16,Exercises,,Chromatic Scale,nm,"quarter, eight, and triplets",0.9,11/24/2024,11/18/2024
11/24/2024 15:46:16,11/24/2024 15:48:18,Exercises,,Arpeggio,nm,,2.0,11/24/2024,11/18/2024
11/24/2024 15:48:18,11/24/2024 15:52:16,Exercises,,Broken Chords,nm,,4.0,11/24/2024,11/18/2024
11/24/2024 15:52:16,11/24/2024 15:55:23,Exercises,,Triads,nm,pedal practice on triads,3.1,11/24/2024,11/18/2024
11/24/2024 15:55:23,11/24/2024 15:56:44,A Dozen a Day - Book 2,,Group 2 - 1,65,,1.4,11/24/2024,11/18/2024
11/24/2024 15:56:44,11/24/2024 15:57:15,A Dozen a Day - Book 2,,Group 2 - 2,65,,0.5,11/24/2024,11/18/2024
11/24/2024 15:57:15,11/24/2024 15:58:10,A Dozen a Day - Book 2,,Group 2 - 3,65,,0.9,11/24/2024,11/18/2024
11/24/2024 15:58:10,11/24/2024 15:59:25,A Dozen a Day - Book 2,,Group 2 - 4,65,,1.2,11/24/2024,11/18/2024
11/24/2024 15:59:25,11/24/2024 16:01:17,A Dozen a Day - Book 2,,Group 2 - 5,50,,1.9,11/24/2024,11/18/2024
11/24/2024 16:01:17,11/24/2024 16:02:17,A Dozen a Day - Book 2,,Group 2 - 6,65,,1.0,11/24/2024,11/18/2024
11/24/2024 16:02:17,11/24/2024 16:12:16,Easy Piano Classics,,Nocturne,55,measure 37+38,10.0,11/24/2024,11/18/2024
11/24/2024 16:12:16,11/24/2024 16:27:15,Jingle Jazz,,Christmas Time Is Here,50,,15.0,11/24/2024,11/18/2024
11/25/2024 21:43:23,11/25/2024 21:54:29,Exercises,,Warmup + Scales,115,,11.1,11/25/2024,11/25/2024
11/25/2024 21:54:29,11/25/2024 21:56:01,Exercises,,Chromatic Scale,115,"quarter, eight, and triplets",1.5,11/25/2024,11/25/2024
11/25/2024 21:56:01,11/25/2024 22:00:35,Exercises,,Arpeggio,100,,4.6,11/25/2024,11/25/2024
11/25/2024 22:00:35,11/25/2024 22:05:36,Exercises,,Broken Chords,100,,5.0,11/25/2024,11/25/2024
11/25/2024 22:05:36,11/25/2024 22:12:04,Exercises,,Triads,100,pedal practice on triads,6.5,11/25/2024,11/25/2024
11/25/2024 22:12:04,11/25/2024 22:13:56,A Dozen a Day - Book 2,,Group 2 - 1,65,,1.9,11/25/2024,11/25/2024
11/25/2024 22:13:56,11/25/2024 22:14:34,A Dozen a Day - Book 2,,Group 2 - 2,65,,0.6,11/25/2024,11/25/2024
11/25/2024 22:14:34,11/25/2024 22:15:09,A Dozen a Day - Book 2,,Group 2 - 3,65,,0.6,11/25/2024,11/25/2024
11/25/2024 22:15:09,11/25/2024 22:15:57,A Dozen a Day - Book 2,,Group 2 - 4,65,,0.8,11/25/2024,11/25/2024
11/25/2024 22:15:57,11/25/2024 22:18:59,A Dozen a Day - Book 2,,Group 2 - 5,65,go with the pulse,3.0,11/25/2024,11/25/2024
11/25/2024 22:18:59,11/25/2024 22:21:16,A Dozen a Day - Book 2,,Group 2 - 6,65,,2.3,11/25/2024,11/25/2024
11/25/2024 22:21:16,11/25/2024 22:28:28,A Dozen a Day - Book 2,,Group 2 - 7,65,,7.2,11/25/2024,11/25/2024
11/25/2024 22:28:28,11/25/2024 22:54:07,Easy Piano Classics,,Nocturne,65,,25.7,11/25/2024,11/25/2024
11/25/2024 22:54:07,11/25/2024 23:22:59,Joy of Piano,,Clair de Lune,nm,,28.9,11/25/2024,11/25/2024
11/26/2024 22:37:30,11/26/2024 22:46:31,Exercises,,Warmup + Scales,115,,9.0,11/26/2024,11/25/2024
11/26/2024 22:46:31,11/26/2024 22:49:16,Exercises,,Chromatic Scale,115,"quarter, eight, and triplets",2.8,11/26/2024,11/25/2024
11/26/2024 22:49:16,11/26/2024 22:52:53,Exercises,,Arpeggio,115,quarter notes,3.6,11/26/2024,11/25/2024
11/26/2024 22:52:53,11/26/2024 22:57:53,Exercises,,Broken Chords,115,,5.0,11/26/2024,11/25/2024
11/26/2024 22:57:53,11/26/2024 23:03:37,Exercises,,Triads,100,pedal practice on triads,5.7,11/26/2024,11/25/2024
11/26/2024 23:03:37,11/26/2024 23:05:14,A Dozen a Day - Book 2,,Group 2 - 1,65,,1.6,11/26/2024,11/25/2024
11/26/2024 23:05:14,11/26/2024 23:05:49,A Dozen a Day - Book 2,,Group 2 - 2,65,,0.6,11/26/2024,11/25/2024
11/26/2024 23:05:49,11/26/2024 23:06:26,A Dozen a Day - Book 2,,Group 2 - 3,65,,0.6,11/26/2024,11/25/2024
11/26/2024 23:06:26,11/26/2024 23:06:58,A Dozen a Day - Book 2,,Group 2 - 4,65,,0.5,11/26/2024,11/25/2024
11/26/2024 23:06:58,11/26/2024 23:09:18,A Dozen a Day - Book 2,,Group 2 - 5,65,go with the pulse,2.3,11/26/2024,11/25/2024
11/26/2024 23:09:18,11/26/2024 23:10:15,A Dozen a Day - Book 2,,Group 2 - 6,65,,1.0,11/26/2024,11/25/2024
11/26/2024 23:10:15,11/26/2024 23:13:31,A Dozen a Day - Book 2,,Group 2 - 7,65,,3.3,11/26/2024,11/25/2024
11/26/2024 23:13:31,11/26/2024 23:18:45,Easy Piano Classics,,Nocturne,65,,5.2,11/26/2024,11/25/2024
11/26/2024 23:18:45,11/26/2024 23:42:05,Joy of Piano,,Clair de Lune,nm,,23.3,11/26/2024,11/25/2024
11/27/2024 22:37:45,11/27/2024 22:47:01,Exercises,,Warmup + Scales,115,,9.3,11/27/2024,11/25/2024
11/27/2024 22:47:01,11/27/2024 22:48:15,Exercises,,Chromatic Scale,115,"quarter, eight, and triplets",1.2,11/27/2024,11/25/2024
11/27/2024 22:48:15,11/27/2024 22:51:53,Exercises,,Arpeggio,115,quarter notes,3.6,11/27/2024,11/25/2024
11/27/2024 22:51:53,11/27/2024 22:55:57,Exercises,,Broken Chords,115,,4.1,11/27/2024,11/25/2024
11/27/2024 22:55:57,11/27/2024 23:01:48,Exercises,,Triads,115,pedal practice on triads,5.8,11/27/2024,11/25/2024
11/27/2024 23:01:48,11/27/2024 23:03:40,A Dozen a Day - Book 2,,Group 2 - 1,70,,1.9,11/27/2024,11/25/2024
11/27/2024 23:03:40,11/27/2024 23:04:10,A Dozen a Day - Book 2,,Group 2 - 2,70,,0.5,11/27/2024,11/25/2024
11/27/2024 23:04:10,11/27/2024 23:04:45,A Dozen a Day - Book 2,,Group 2 - 3,70,,0.6,11/27/2024,11/25/2024
11/27/2024 23:04:45,11/27/2024 23:05:10,A Dozen a Day - Book 2,,Group 2 - 4,70,,0.4,11/27/2024,11/25/2024
11/27/2024 23:05:10,11/27/2024 23:06:38,A Dozen a Day - Book 2,,Group 2 - 5,70,go with the pulse,1.5,11/27/2024,11/25/2024
11/27/2024 23:06:38,11/27/2024 23:07:17,A Dozen a Day - Book 2,,Group 2 - 6,70,,0.6,11/27/2024,11/25/2024
11/27/2024 23:07:17,11/27/2024 23:09:58,A Dozen a Day - Book 2,,Group 2 - 7,70,,2.7,11/27/2024,11/25/2024
11/27/2024 23:09:58,11/27/2024 23:17:33,Easy Piano Classics,,Nocturne,70,,7.6,11/27/2024,11/25/2024
11/27/2024 23:17:33,11/27/2024 23:35:21,Joy of Piano,,Clair de Lune,40,,17.8,11/27/2024,11/25/2024
11/29/2024 17:23:26,11/29/2024 17:32:09,Exercises,,Warmup + Scales,115,,8.7,11/29/2024,11/25/2024
11/29/2024 17:32:09,11/29/2024 17:33:35,Exercises,,Chromatic Scale,115,"quarter, eight, and triplets",1.4,11/29/2024,11/25/2024
11/29/2024 17:33:35,11/29/2024 17:36:10,Exercises,,Arpeggio,115,quarter notes,2.6,11/29/2024,11/25/2024
